CASE_NUMBER,DATE,BLOCK,COMMUNITY_AREA,AGE,SEX,RACE,INCIDENT_IUCR_SECONDARY,MONTH,DAY_OF_WEEK,HOUR,LOCATION_DESCRIPTION,LATITUDE,LONGITUDE,LOCATION
JF320197,07/16/2022 11:25:00 PM,3900 W WILCOX ST,WEST GARFIELD PARK,20-29,M,BLK,FIRST DEGREE MURDER,7,7,23,PORCH,41.87881165,-87.72418535,POINT (-87.72418534612 41.878811654142)
JF320197,07/16/2022 11:25:00 PM,3900 W WILCOX ST,WEST GARFIELD PARK,20-29,F,BLK,FIRST DEGREE MURDER,7,7,23,PORCH,41.87881165,-87.72418535,POINT (-87.72418534612 41.878811654142)
JF320202,07/16/2022 11:21:00 PM,300 S HAMLIN BLVD,WEST GARFIELD PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,7,7,23,STREET,41.87729835,-87.72039465,POINT (-87.72039465388 41.877298345858)
JF320085,07/16/2022 07:45:00 PM,1300 N HOMAN AVE,HUMBOLDT PARK,0-19,M,BLK,AGGRAVATED - HANDGUN,7,7,19,APARTMENT,41.9046305,-87.7119,POINT (-87.7119 41.9046305)
JF320107,07/16/2022 07:45:00 PM,800 E 79TH ST,GREATER GRAND CROSSING,20-29,M,BLK,AGGRAVATED - HANDGUN,7,7,19,STREET,41.75122165,-87.60475535,POINT (-87.60475534612 41.751221654142)
JF320107,07/16/2022 07:45:00 PM,800 E 79TH ST,GREATER GRAND CROSSING,20-29,F,BLK,AGGRAVATED - HANDGUN,7,7,19,STREET,41.75122165,-87.60475535,POINT (-87.60475534612 41.751221654142)
JF320039,07/16/2022 06:55:00 PM,3700 S PRINCETON AVE,ARMOUR SQUARE,20-29,M,BLK,AGGRAVATED - HANDGUN,7,7,18,VEHICLE NON-COMMERCIAL,41.8273731,-87.63396906,POINT (-87.633969058699 41.827373095858)
JF319964,07/16/2022 05:23:00 PM,11600 S NORMAL AVE,WEST PULLMAN,20-29,M,BLK,AGGRAVATED - HANDGUN,7,7,17,SIDEWALK,41.6819169,-87.63469094,POINT (-87.634690941301 41.681916904142)
JF319921,07/16/2022 04:51:00 PM,600 S CALIFORNIA AVE,EAST GARFIELD PARK,30-39,M,BLK,FIRST DEGREE MURDER,7,7,16,STREET,41.8737631,-87.69596094,POINT (-87.695960941301 41.873763095858)
JF319921,07/16/2022 04:51:00 PM,600 S CALIFORNIA AVE,EAST GARFIELD PARK,50-59,M,BLK,FIRST DEGREE MURDER,7,7,16,STREET,41.8737631,-87.69596094,POINT (-87.695960941301 41.873763095858)
JF319432,07/16/2022 08:45:00 AM,4000 W POTOMAC AVE,HUMBOLDT PARK,40-49,M,WWH,AGGRAVATED - HANDGUN,7,7,8,STREET,41.90457315,-87.72647493,POINT (-87.72647492788 41.904573152858)
JF319261,07/16/2022 02:18:00 AM,800 E 79TH ST,GREATER GRAND CROSSING,30-39,M,BLK,FIRST DEGREE MURDER,7,7,2,STREET,41.7518931,-87.60482094,POINT (-87.604820941301 41.751893095858)
JF319025,07/15/2022 07:54:00 PM,6500 S INGLESIDE AVE,WOODLAWN,0-19,M,BLK,AGGRAVATED - HANDGUN,7,6,19,SIDEWALK,41.7747705,-87.60202,POINT (-87.60202 41.7747705)
JF318982,07/15/2022 07:10:00 PM,7000 S EGGLESTON AVE,ENGLEWOOD,20-29,M,BLK,FIRST DEGREE MURDER,7,6,19,STREET,41.76710394,-87.6356136,POINT (-87.63561359888 41.767103941858)
JF318904,07/15/2022 05:53:00 PM,10100 S CALHOUN AVE,SOUTH DEERING,20-29,M,BLK,AGGRAVATED - HANDGUN,7,6,17,STREET,41.7103669,-87.56201094,POINT (-87.562010941301 41.710366904142)
JF318658,07/15/2022 02:59:00 PM,6800 S KENWOOD AVE,SOUTH SHORE,20-29,M,BLK,AGGRAVATED - HANDGUN,7,6,14,SIDEWALK,41.77134835,-87.59268535,POINT (-87.59268534612 41.771348345858)
JF318015,07/15/2022 12:16:00 AM,9900 S COMMERCIAL AVE,SOUTH DEERING,40-49,F,BLK,AGGRAVATED - HANDGUN,7,6,0,RESIDENCE,41.7135305,-87.5511,POINT (-87.5511 41.7135305)
JF317851,07/14/2022 07:59:00 PM,11000 S VERNON AVE,ROSELAND,20-29,M,BLK,AGGRAVATED - HANDGUN,7,5,19,STREET,41.6944131,-87.61177094,POINT (-87.611770941301 41.694413095858)
JF317851,07/14/2022 07:59:00 PM,11000 S VERNON AVE,ROSELAND,20-29,M,BLK,AGGRAVATED - HANDGUN,7,5,19,STREET,41.6944131,-87.61177094,POINT (-87.611770941301 41.694413095858)
JF317649,07/14/2022 05:20:00 PM,500 E 91ST ST,CHATHAM,0-19,M,BLK,AGGRAVATED - HANDGUN,7,5,17,PARK PROPERTY,41.7298631,-87.61087906,POINT (-87.610879058699 41.729863095858)
JF317631,07/14/2022 05:18:00 PM,300 S KILBOURN AVE,WEST GARFIELD PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,7,5,17,SIDEWALK,41.8770931,-87.73766094,POINT (-87.737660941301 41.877093095858)
JF317591,07/14/2022 04:37:00 PM,4500 W MAYPOLE AVE,WEST GARFIELD PARK,30-39,M,BLK,AGGRAVATED - HANDGUN,7,5,16,SIDEWALK,41.8851331,-87.73848094,POINT (-87.738480941301 41.885133095858)
JF317591,07/14/2022 04:37:00 PM,4500 W MAYPOLE AVE,WEST GARFIELD PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,7,5,16,SIDEWALK,41.8851331,-87.73848094,POINT (-87.738480941301 41.885133095858)
JF317591,07/14/2022 04:37:00 PM,4500 W MAYPOLE AVE,WEST GARFIELD PARK,20-29,F,BLK,AGGRAVATED - HANDGUN,7,5,16,SIDEWALK,41.8851331,-87.73848094,POINT (-87.738480941301 41.885133095858)
JF317591,07/14/2022 04:37:00 PM,4500 W MAYPOLE AVE,WEST GARFIELD PARK,20-29,F,BLK,AGGRAVATED - HANDGUN,7,5,16,SIDEWALK,41.8851331,-87.73848094,POINT (-87.738480941301 41.885133095858)
JF317507,07/14/2022 03:30:00 PM,4100 S DREXEL BLVD,OAKLAND,0-19,M,BLK,AGGRAVATED - HANDGUN,7,5,15,ALLEY,41.82017449,-87.60566423,POINT (-87.60566423012 41.820174485142)
JF317450,07/14/2022 02:45:00 PM,8700 S CARPENTER ST,AUBURN GRESHAM,20-29,M,BLK,AGGRAVATED - HANDGUN,7,5,14,SIDEWALK,41.73556967,-87.64968855,POINT (-87.649688547471 41.735569668947)
JF317097,07/14/2022 10:05:00 AM,9400 S MAY ST,WASHINGTON HEIGHTS,30-39,M,BLK,FIRST DEGREE MURDER,7,5,10,STREET,41.72240165,-87.65234535,POINT (-87.65234534612 41.722401654142)
JF316861,07/14/2022 05:41:00 AM,11600 S CARPENTER ST,WEST PULLMAN,20-29,M,BLK,AGGRAVATED - HANDGUN,7,5,5,RESIDENCE,41.6831931,-87.64774094,POINT (-87.647740941301 41.683193095858)
JF316721,07/13/2022 11:03:00 PM,800 E 49TH ST,KENWOOD,20-29,F,BLK,AGGRAVATED - HANDGUN,7,4,23,STREET,41.8062831,-87.60580094,POINT (-87.605800941301 41.806283095858)
JF316306,07/13/2022 04:18:00 PM,2700 W POTOMAC AVE,WEST TOWN,0-19,F,BLK,AGGRAVATED - HANDGUN,7,4,16,RESIDENCE - PORCH / HALLWAY,41.9043869,-87.69538906,POINT (-87.695389058699 41.904386904142)
JF316306,07/13/2022 04:18:00 PM,2700 W POTOMAC AVE,WEST TOWN,0-19,M,BLK,AGGRAVATED - HANDGUN,7,4,16,RESIDENCE - PORCH / HALLWAY,41.9043869,-87.69538906,POINT (-87.695389058699 41.904386904142)
JF316169,07/13/2022 02:42:00 PM,7100 S WENTWORTH AVE,GREATER GRAND CROSSING,0-19,M,BLK,AGGRAVATED - HANDGUN,7,4,14,STREET,41.7645931,-87.62985906,POINT (-87.629859058699 41.764593095858)
JF315838,07/13/2022 10:02:00 AM,600 S SACRAMENTO BLVD,EAST GARFIELD PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,7,4,10,SMALL RETAIL STORE,41.87378835,-87.70129535,POINT (-87.70129534612 41.873788345858)
JF315489,07/12/2022 23:10,1500 N LEAMINGTON AVE,AUSTIN,0-19,M,BLK,AGGRAVATED - HANDGUN,7,3,23,SIDEWALK,41.9092831,-87.75482906,POINT (-87.754829058699 41.909283095858)
JF315489,07/12/2022 23:10,1500 N LEAMINGTON AVE,AUSTIN,0-19,M,BLK,AGGRAVATED - HANDGUN,7,3,23,SIDEWALK,41.9092831,-87.75482906,POINT (-87.754829058699 41.909283095858)
JF315476,07/12/2022 22:37,0 W 79TH ST,CHATHAM,30-39,M,BLK,AGGRAVATED - HANDGUN,7,3,22,GAS STATION,41.7503269,-87.62604906,POINT (-87.626049058699 41.750326904142)
JF314209,07/12/2022 02:13,6100 S NORMAL BLVD,ENGLEWOOD,50-59,M,BLK,AGGRAVATED - HANDGUN,7,3,2,SIDEWALK,41.7837331,-87.63768906,POINT (-87.637689058699 41.783733095858)
JF314174,07/11/2022 23:00,2600 S HALSTED ST,BRIDGEPORT,20-29,M,BLK,AGGRAVATED - HANDGUN,7,2,23,VEHICLE NON-COMMERCIAL,41.8447469,-87.64633094,POINT (-87.646330941301 41.844746904142)
JF314041,07/11/2022 21:16,7200 S WESTERN AVE,CHICAGO LAWN,30-39,M,BLK,AGGRAVATED - HANDGUN,7,2,21,GAS STATION,41.7631831,-87.68307094,POINT (-87.683070941301 41.763183095858)
JF314041,07/11/2022 21:16,7200 S WESTERN AVE,CHICAGO LAWN,20-29,M,BLK,AGGRAVATED - HANDGUN,7,2,21,GAS STATION,41.7631831,-87.68307094,POINT (-87.683070941301 41.763183095858)
JF313928,07/11/2022 19:18,1400 S KOMENSKY AVE,NORTH LAWNDALE,0-19,M,BLK,FIRST DEGREE MURDER,7,2,19,VACANT LOT,41.86129835,-87.72682535,POINT (-87.72682534612 41.861298345858)
JF313928,07/11/2022 19:18,1400 S KOMENSKY AVE,NORTH LAWNDALE,20-29,M,BLK,FIRST DEGREE MURDER,7,2,19,VACANT LOT,41.86129835,-87.72682535,POINT (-87.72682534612 41.861298345858)
JF313928,07/11/2022 19:18,1400 S KOMENSKY AVE,NORTH LAWNDALE,20-29,M,BLK,FIRST DEGREE MURDER,7,2,19,VACANT LOT,41.86129835,-87.72682535,POINT (-87.72682534612 41.861298345858)
JF313811,07/11/2022 17:44,9400 S LAFAYETTE AVE,ROSELAND,20-29,F,BLK,AGGRAVATED - HANDGUN,7,2,17,STREET,41.7227231,-87.62494094,POINT (-87.624940941301 41.722723095858)
JF313811,07/11/2022 17:44,9400 S LAFAYETTE AVE,ROSELAND,0-19,M,BLK,AGGRAVATED - HANDGUN,7,2,17,STREET,41.7227231,-87.62494094,POINT (-87.624940941301 41.722723095858)
JF312945,07/11/2022 04:40,900 S KILPATRICK AVE,AUSTIN,50-59,M,BLK,AGGRAVATED - HANDGUN,7,2,4,STREET,41.8685705,-87.74257,POINT (-87.74257 41.8685705)
JF312945,07/11/2022 04:40,900 S KILPATRICK AVE,AUSTIN,40-49,M,BLK,AGGRAVATED - HANDGUN,7,2,4,STREET,41.8685705,-87.74257,POINT (-87.74257 41.8685705)
JF312933,07/11/2022 03:31,1100 S DELANO CT E,LOOP,40-49,M,BLK,AGGRAVATED - HANDGUN,7,2,3,RESIDENCE - GARAGE,41.86750086,-87.63169043,POINT (-87.63169043388 41.867500864142)
JF313070,07/11/2022 02:04,4700 S ASHLAND AVE,NEW CITY,30-39,M,BLK,AGGRAVATED - HANDGUN,7,2,2,STREET,41.80899967,-87.66497855,POINT (-87.664978547471 41.808999668947)
JF312881,07/11/2022 01:50,5300 S SEELEY AVE,NEW CITY,20-29,M,BLK,FIRST DEGREE MURDER,7,2,1,ALLEY,41.7968831,-87.67546094,POINT (-87.675460941301 41.796883095858)
JF312828,07/11/2022 00:30,7000 S VERNON AVE,GREATER GRAND CROSSING,20-29,F,BLK,AGGRAVATED - HANDGUN,7,2,0,RESIDENCE - PORCH / HALLWAY,41.76680835,-87.61436535,POINT (-87.61436534612 41.766808345858)
JF312819,07/11/2022 00:11,5600 S MORGAN ST,ENGLEWOOD,50-59,M,BLK,FIRST DEGREE MURDER,7,2,0,HOUSE,41.7926831,-87.65008906,POINT (-87.650089058699 41.792683095858)
JF312481,07/10/2022 17:06,500 E 91ST ST,CHATHAM,30-39,M,BLK,AGGRAVATED - HANDGUN,7,1,17,SIDEWALK,41.7296531,-87.60953094,POINT (-87.609530941301 41.729653095858)
JF312433,07/10/2022 16:31,2700 S DEARBORN ST,DOUGLAS,20-29,M,BLK,AGGRAVATED - HANDGUN,7,1,16,SIDEWALK,41.84404165,-87.62786465,POINT (-87.62786465388 41.844041654142)
JF312456,07/10/2022 16:25,2100 S TRUMBULL AVE,SOUTH LAWNDALE,20-29,M,WWH,AGGRAVATED - HANDGUN,7,1,16,RESIDENCE,41.8520369,-87.71128906,POINT (-87.711289058699 41.852036904142)
JF311872,07/10/2022 04:26,0 W ELM ST,NEAR NORTH SIDE,30-39,M,BLK,AGGRAVATED - HANDGUN,7,1,4,SIDEWALK,41.90344835,-87.63014465,POINT (-87.63014465388 41.903448345858)
JF311872,07/10/2022 04:26,0 W ELM ST,NEAR NORTH SIDE,30-39,M,BLK,AGGRAVATED - HANDGUN,7,1,4,SIDEWALK,41.90344835,-87.63014465,POINT (-87.63014465388 41.903448345858)
JF311820,07/10/2022 03:17,7400 N SHERIDAN RD,ROGERS PARK,20-29,F,WWH,AGGRAVATED - HANDGUN,7,1,3,STREET,42.01860967,-87.66568855,POINT (-87.665688547471 42.018609668947)
JF311797,07/10/2022 02:29,5100 S HARPER AVE,HYDE PARK,30-39,M,BLK,AGGRAVATED - HANDGUN,7,1,2,STREET,41.80160165,-87.58943535,POINT (-87.58943534612 41.801601654142)
JF311802,07/10/2022 02:10,4400 S LAVERGNE AVE,GARFIELD RIDGE,30-39,M,BLK,AGGRAVATED - HANDGUN,7,1,2,STREET,41.81224835,-87.74788465,POINT (-87.74788465388 41.812248345858)
JF311802,07/10/2022 02:10,4400 S LAVERGNE AVE,GARFIELD RIDGE,30-39,M,BLK,AGGRAVATED - HANDGUN,7,1,2,STREET,41.81224835,-87.74788465,POINT (-87.74788465388 41.812248345858)
JF311769,07/10/2022 02:00,3900 W GLADYS AVE,WEST GARFIELD PARK,40-49,M,BLK,AGGRAVATED - HANDGUN,7,1,2,RESIDENCE,41.8767931,-87.72439906,POINT (-87.724399058699 41.876793095858)
JF311769,07/10/2022 02:00,3900 W GLADYS AVE,WEST GARFIELD PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,7,1,2,RESIDENCE,41.8767931,-87.72439906,POINT (-87.724399058699 41.876793095858)
JF311794,07/10/2022 01:34,600 W SCOTT ST,NEAR NORTH SIDE,20-29,F,WHI,AGGRAVATED - HANDGUN,7,1,1,PARK PROPERTY,41.9046569,-87.64384094,POINT (-87.643840941301 41.904656904142)
JF311747,07/10/2022 01:32,300 E 72ND ST,GREATER GRAND CROSSING,20-29,F,BLK,AGGRAVATED - HANDGUN,7,1,1,VEHICLE NON-COMMERCIAL,41.76379165,-87.61647535,POINT (-87.61647534612 41.763791654142)
JF311749,07/10/2022 01:11,400 N STATE ST,NEAR NORTH SIDE,40-49,M,BLK,AGGRAVATED - HANDGUN,7,1,1,SIDEWALK,41.8912131,-87.62844906,POINT (-87.628449058699 41.891213095858)
JF311749,07/10/2022 01:11,400 N STATE ST,NEAR NORTH SIDE,40-49,F,BLK,AGGRAVATED - HANDGUN,7,1,1,SIDEWALK,41.8912131,-87.62844906,POINT (-87.628449058699 41.891213095858)
JF311749,07/10/2022 01:11,400 N STATE ST,NEAR NORTH SIDE,20-29,M,BLK,AGGRAVATED - HANDGUN,7,1,1,SIDEWALK,41.8912131,-87.62844906,POINT (-87.628449058699 41.891213095858)
JF311749,07/10/2022 01:11,400 N STATE ST,NEAR NORTH SIDE,20-29,M,BLK,AGGRAVATED - HANDGUN,7,1,1,SIDEWALK,41.8912131,-87.62844906,POINT (-87.628449058699 41.891213095858)
JF311722,07/10/2022 00:58,500 E 91ST ST,CHATHAM,40-49,M,BLK,AGGRAVATED - HANDGUN,7,1,0,SIDEWALK,41.72931835,-87.61123465,POINT (-87.61123465388 41.729318345858)
JF311723,07/10/2022 00:55,3000 W LEXINGTON ST,EAST GARFIELD PARK,0-19,F,BLK,AGGRAVATED - HANDGUN,7,1,0,SIDEWALK,41.87160165,-87.70231465,POINT (-87.70231465388 41.871601654142)
JF311711,07/10/2022 00:26,6300 S SPAULDING AVE,CHICAGO LAWN,20-29,M,BLK,AGGRAVATED - HANDGUN,7,1,0,STREET,41.77855136,-87.70537641,POINT (-87.705376406301 41.778551354858)
JF311551,07/09/2022 20:27,5200 W THOMAS ST,AUSTIN,30-39,M,BLK,FIRST DEGREE MURDER,7,7,20,STREET,41.90095045,-87.75702322,POINT (-87.757023215301 41.900950445858)
JF311496,07/09/2022 19:27,10500 S EGGLESTON AVE,ROSELAND,60-69,F,BLK,AGGRAVATED - HANDGUN,7,7,19,RESIDENCE,41.7021569,-87.63437906,POINT (-87.634379058699 41.702156904142)
JF311450,07/09/2022 18:16,7300 S PERRY AVE,GREATER GRAND CROSSING,0-19,M,BLK,AGGRAVATED - HANDGUN,7,7,18,STREET,41.76221967,-87.62808855,POINT (-87.628088547471 41.762219668947)
JF311345,07/09/2022 16:59,6600 S STEWART AVE,ENGLEWOOD,60-69,M,BLK,AGGRAVATED - HANDGUN,7,7,16,ALLEY,41.7723205,-87.63472,POINT (-87.63472 41.7723205)
JF311320,07/09/2022 16:20,1200 W 71ST ST,WEST ENGLEWOOD,20-29,M,BLK,AGGRAVATED - HANDGUN,7,7,16,RESIDENCE,41.76549967,-87.65548855,POINT (-87.655488547471 41.765499668947)
JF310677,07/09/2022 02:30,2400 W 104TH ST,BEVERLY,30-39,M,WHI,AGGRAVATED - HANDGUN,7,7,2,ALLEY,41.704439,-87.68319853,POINT (-87.68319852712 41.704438996142)
JF310677,07/09/2022 02:30,2400 W 104TH ST,BEVERLY,20-29,M,WHI,AGGRAVATED - HANDGUN,7,7,2,ALLEY,41.704439,-87.68319853,POINT (-87.68319852712 41.704438996142)
JF310630,07/09/2022 01:08,4800 S CICERO AVE,GARFIELD RIDGE,20-29,M,BLK,AGGRAVATED - HANDGUN,7,7,1,PARKING LOT / GARAGE (NON RESIDENTIAL),41.80492967,-87.74307855,POINT (-87.743078547471 41.804929668947)
JF310493,07/08/2022 21:01,13000 S DREXEL AVE,RIVERDALE,30-39,M,BLK,AGGRAVATED - HANDGUN,7,6,21,CHA PARKING LOT / GROUNDS,41.65761165,-87.59936465,POINT (-87.59936465388 41.657611654142)
JF310405,07/08/2022 19:00,6400 S KENWOOD AVE,WOODLAWN,30-39,M,BLK,AGGRAVATED - HANDGUN,7,6,19,APARTMENT,41.7769205,-87.59315,POINT (-87.59315 41.7769205)
JF310538,07/08/2022 18:41,8800 S PRINCETON AVE,ROSELAND,30-39,M,BLK,AGGRAVATED - HANDGUN,7,6,18,SIDEWALK,41.73390835,-87.63217535,POINT (-87.63217534612 41.733908345858)
JF310323,07/08/2022 17:46,0 W 69TH ST,GREATER GRAND CROSSING,20-29,M,BLK,AGGRAVATED - HANDGUN,7,6,17,CTA TRAIN,41.76889165,-87.62523465,POINT (-87.62523465388 41.768891654142)
JF309999,07/08/2022 13:35,7500 N SEELEY AVE,ROGERS PARK,0-19,M,WWH,AGGRAVATED - HANDGUN,7,6,13,STREET,42.0194431,-87.68175906,POINT (-87.681759058699 42.019443095858)
JF309516,07/08/2022 06:20,7300 N CLARK ST,ROGERS PARK,50-59,M,BLK,AGGRAVATED - HANDGUN,7,6,6,PARK PROPERTY,42.0146569,-87.67517906,POINT (-87.675179058699 42.014656904142)
JF309365,07/08/2022 00:05,800 E 80TH ST,CHATHAM,30-39,M,BLK,FIRST DEGREE MURDER,7,6,0,STREET,41.7489705,-87.60405,POINT (-87.60405 41.7489705)
JF309363,07/07/2022 23:56,5600 S WOOD ST,WEST ENGLEWOOD,20-29,M,BLK,AGGRAVATED - HANDGUN,7,5,23,STREET,41.79057165,-87.66906465,POINT (-87.66906465388 41.790571654142)
JF309305,07/07/2022 21:44,2800 W POLK ST,EAST GARFIELD PARK,50-59,M,BLK,AGGRAVATED - HANDGUN,7,5,21,STREET,41.8705605,-87.69654,POINT (-87.69654 41.8705605)
JF309305,07/07/2022 21:44,2800 W POLK ST,EAST GARFIELD PARK,30-39,F,BLK,AGGRAVATED - HANDGUN,7,5,21,STREET,41.8705605,-87.69654,POINT (-87.69654 41.8705605)
JF309305,07/07/2022 21:44,2800 W POLK ST,EAST GARFIELD PARK,50-59,M,BLK,AGGRAVATED - HANDGUN,7,5,21,STREET,41.8705605,-87.69654,POINT (-87.69654 41.8705605)
JF309305,07/07/2022 21:44,2800 W POLK ST,EAST GARFIELD PARK,30-39,M,WHI,AGGRAVATED - HANDGUN,7,5,21,STREET,41.8705605,-87.69654,POINT (-87.69654 41.8705605)
JF308969,07/07/2022 16:34,5300 S HAMILTON AVE,NEW CITY,0-19,M,BLK,FIRST DEGREE MURDER,7,5,16,STREET,41.7972231,-87.67812906,POINT (-87.678129058699 41.797223095858)
JF308877,07/07/2022 15:34,8800 S BURLEY AVE,SOUTH CHICAGO,0-19,F,BLK,AGGRAVATED - HANDGUN,7,5,15,STREET,41.73515165,-87.54607535,POINT (-87.54607534612 41.735151654142)
JF309136,07/07/2022 06:50,2900 S STATE ST,DOUGLAS,20-29,M,BLK,AGGRAVATED - HANDGUN,7,5,6,CHA HALLWAY / STAIRWELL / ELEVATOR,41.8407169,-87.62726906,POINT (-87.627269058699 41.840716904142)
JF308183,07/07/2022 01:33,1200 N MILWAUKEE AVE,WEST TOWN,30-39,F,BLK,FIRST DEGREE MURDER,7,5,1,STREET,41.90385165,-87.66734465,POINT (-87.66734465388 41.903851654142)
JF308183,07/07/2022 01:33,1200 N MILWAUKEE AVE,WEST TOWN,20-29,M,BLK,FIRST DEGREE MURDER,7,5,1,STREET,41.90385165,-87.66734465,POINT (-87.66734465388 41.903851654142)
JF308172,07/07/2022 00:29,6400 S VERNON AVE,WOODLAWN,0-19,M,BLK,AGGRAVATED - HANDGUN,7,5,0,STREET,41.77814835,-87.61406465,POINT (-87.61406465388 41.778148345858)
JF308005,07/06/2022 20:32,1800 W MAYPOLE AVE,NEAR WEST SIDE,20-29,M,BLK,AGGRAVATED - HANDGUN,7,4,20,STREET,41.8836405,-87.67328,POINT (-87.67328 41.8836405)
JF308005,07/06/2022 20:32,1800 W MAYPOLE AVE,NEAR WEST SIDE,20-29,M,BLK,AGGRAVATED - HANDGUN,7,4,20,STREET,41.8836405,-87.67328,POINT (-87.67328 41.8836405)
JF308005,07/06/2022 20:32,1800 W MAYPOLE AVE,NEAR WEST SIDE,30-39,M,BLK,AGGRAVATED - HANDGUN,7,4,20,STREET,41.8836405,-87.67328,POINT (-87.67328 41.8836405)
JF308005,07/06/2022 20:32,1800 W MAYPOLE AVE,NEAR WEST SIDE,20-29,M,BLK,AGGRAVATED - HANDGUN,7,4,20,STREET,41.8836405,-87.67328,POINT (-87.67328 41.8836405)
JF308005,07/06/2022 20:32,1800 W MAYPOLE AVE,NEAR WEST SIDE,20-29,F,BLK,AGGRAVATED - HANDGUN,7,4,20,STREET,41.8836405,-87.67328,POINT (-87.67328 41.8836405)
JF307632,07/06/2022 15:25,100 S SPRINGFIELD AVE,WEST GARFIELD PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,7,4,15,STREET,41.87947835,-87.72289465,POINT (-87.72289465388 41.879478345858)
JF307608,07/06/2022 15:08,6600 S ELLIS AVE,WOODLAWN,0-19,M,BLK,AGGRAVATED - HANDGUN,7,4,15,SIDEWALK,41.77405835,-87.60149535,POINT (-87.60149534612 41.774058345858)
JF307444,07/06/2022 12:59,1600 S FARRAR DR,NORTH LAWNDALE,0-19,M,WWH,FIRST DEGREE MURDER,7,4,12,STREET,41.85894966,-87.69609391,POINT (-87.696093909301 41.858949663142)
JF307002,07/06/2022 06:01,300 E 57TH ST,WASHINGTON PARK,30-39,M,BLK,AGGRAVATED - HANDGUN,7,4,6,ALLEY,41.79123835,-87.61633465,POINT (-87.61633465388 41.791238345858)
JF306862,07/05/2022 23:20,700 E 105TH PL,PULLMAN,20-29,M,BLK,AGGRAVATED - HANDGUN,7,3,23,RESIDENCE,41.70295835,-87.60414465,POINT (-87.60414465388 41.702958345858)
JF306944,07/05/2022 23:00,700 S HOMAN AVE,HUMBOLDT PARK,30-39,M,BLK,AGGRAVATED - HANDGUN,7,3,23,STREET,41.8941269,-87.71099094,POINT (-87.710990941301 41.894126904142)
JF306718,07/05/2022 20:01,800 N RIDGEWAY AVE,HUMBOLDT PARK,20-29,F,BLK,AGGRAVATED - HANDGUN,7,3,20,SIDEWALK,41.89669835,-87.72058535,POINT (-87.72058534612 41.896698345858)
JF306700,07/05/2022 19:35,2500 W THORNDALE AVE,WEST RIDGE,0-19,M,WWH,AGGRAVATED - HANDGUN,7,3,19,SIDEWALK,41.98907967,-87.69258855,POINT (-87.692588547471 41.989079668947)
JF306584,07/05/2022 18:58,2600 E 85TH ST,SOUTH CHICAGO,20-29,M,BLK,FIRST DEGREE MURDER,7,3,18,STREET,41.74046422,-87.56065704,POINT (-87.560657040301 41.740464222142)
JF306560,07/05/2022 17:20,2300 W 21ST PL,LOWER WEST SIDE,0-19,M,WWH,AGGRAVATED - HANDGUN,7,3,17,SIDEWALK,41.85366967,-87.68359855,POINT (-87.683598547471 41.853669668947)
JF306259,07/05/2022 13:50,6600 N WESTERN AVE,WEST RIDGE,0-19,M,WWH,FIRST DEGREE MURDER,7,3,13,STREET,42.0020431,-87.69010906,POINT (-87.690109058699 42.002043095858)
JF306170,07/05/2022 12:37,100 E 119TH ST,WEST PULLMAN,20-29,M,BLK,AGGRAVATED - HANDGUN,7,3,12,RESIDENCE,41.67855967,-87.61813855,POINT (-87.618138547471 41.678559668947)
JF306145,07/05/2022 12:33,4600 W MAYPOLE AVE,AUSTIN,50-59,M,BLK,FIRST DEGREE MURDER,7,3,12,STREET,41.8840005,-87.74158,POINT (-87.74158 41.8840005)
JF306145,07/05/2022 12:33,4600 W MAYPOLE AVE,AUSTIN,20-29,M,BLK,FIRST DEGREE MURDER,7,3,12,STREET,41.8840005,-87.74158,POINT (-87.74158 41.8840005)
JF305693,07/05/2022 03:45,5100 W JACKSON BLVD,AUSTIN,0-19,F,BLK,AGGRAVATED - HANDGUN,7,3,3,STREET,41.87659165,-87.75372465,POINT (-87.75372465388 41.876591654142)
JF305693,07/05/2022 03:45,5100 W JACKSON BLVD,AUSTIN,0-19,M,BLK,AGGRAVATED - HANDGUN,7,3,3,STREET,41.87659165,-87.75372465,POINT (-87.75372465388 41.876591654142)
JF305654,07/05/2022 03:20,6600 S EVANS AVE,WOODLAWN,UNKNOWN,M,BLK,FIRST DEGREE MURDER,7,3,3,STREET,41.7735569,-87.60692094,POINT (-87.606920941301 41.773556904142)
JF305654,07/05/2022 03:20,6600 S EVANS AVE,WOODLAWN,20-29,F,BLK,FIRST DEGREE MURDER,7,3,3,STREET,41.7735569,-87.60692094,POINT (-87.606920941301 41.773556904142)
JF305654,07/05/2022 03:20,6600 S EVANS AVE,WOODLAWN,30-39,M,BLK,FIRST DEGREE MURDER,7,3,3,STREET,41.7735569,-87.60692094,POINT (-87.606920941301 41.773556904142)
JF305516,07/04/2022 23:42,700 N SPRINGFIELD AVE,HUMBOLDT PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,7,2,23,STREET,41.8937669,-87.72401906,POINT (-87.724019058699 41.893766904142)
