Docket Number,Violation Number,Issued Date,Issuing Department,Last Hearing Date,Property Address,Violation Type,Entity or Person(s),Disposition Description,Total Fines,Total Administrative Costs,Interest Amount,Collection Costs or Attorney Fees,Court Cost,Original Total Amount Due,Total Paid,Current Amount Due,Latitude,Longitude,Location
20CP020468,P005950536|P005950537|P005950538|P005950539|P005950540|P005950541,06/02/2020,POLICE,09/04/2020 09:00:00 AM,5549 S SHIELDS ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK USA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79274407469707,-87.63396944575877,POINT (-87.63396944575877 41.79274407469707)
20CP020529,P005629354|P005629406|P005629407|P005629408|P005629409|P005629410,06/09/2020,POLICE,09/04/2020 09:00:00 AM,309 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HOUSING AND URBAN DEVELOPMENT, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.87736515439577,-87.66416671809311,POINT (-87.66416671809311 41.87736515439577)
20CP020529,P005629354|P005629406|P005629407|P005629408|P005629409|P005629410,06/09/2020,POLICE,09/04/2020 09:00:00 AM,5148 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HOUSING AND URBAN DEVELOPMENT, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.799892814644366,-87.66245731456868,POINT (-87.66245731456868 41.799892814644366)
20CP020551,P005886807|P005886808|P005886809|P005886810|P005886811|P005886812,06/10/2020,POLICE,08/07/2020 09:00:00 AM,5433 S SAWYER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.794325457841516,-87.70465701515323,POINT (-87.70465701515323 41.794325457841516)
20CP020547,P005886825|P005886826|P005886827|P005886828|P005886829|P005886830,06/10/2020,POLICE,12/04/2020 11:30:00 AM,6230 S CAMPBELL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FEDERAL HOME LOAN MORT CORP, ",City Non suit - Motion to set-aside default - Granted,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.7801062114115,-87.6862588167713,POINT (-87.6862588167713 41.7801062114115)
20CP024065,P005815618|P005815619,07/22/2020,POLICE,10/02/2020 01:00:00 PM,9257 S THROOP ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"PNC MORTGAGE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.72510847760529,-87.6553266043721,POINT (-87.6553266043721 41.72510847760529)
20CP023909,P005897667|P005897668|P005897669|P005897670|P005897671|P005897672,08/04/2020,POLICE,10/02/2020 09:00:00 AM,5433 S SAWYER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.794325457841516,-87.70465701515323,POINT (-87.70465701515323 41.794325457841516)
20CP023900,P005898132|P005898133|P005898134|P005898135|P005898136|P005898137,08/12/2020,POLICE,10/02/2020 11:30:00 AM,8015 S KEELER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK USA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.74713993806811,-87.72646206953561,POINT (-87.72646206953561 41.74713993806811)
20CP023181,P005841966|P005841967|P005841968|P005841969|P005841970|P005841971,08/13/2020,POLICE,10/02/2020 09:00:00 AM,5150 S ALBANY AVE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",Default - Liable by prove-up,6000.00,0.00,67.01,0.00,0.00,6107.01,6040.00,0.00,41.79935027278602,-87.7014278556992,POINT (-87.7014278556992 41.79935027278602)
20CP023181,P005841966|P005841967|P005841968|P005841969|P005841970|P005841971,08/13/2020,POLICE,10/02/2020 09:00:00 AM,5158 S ALBANY AVE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",Default - Liable by prove-up,6000.00,0.00,67.01,0.00,0.00,6107.01,6040.00,0.00,41.79912479091025,-87.70142227564104,POINT (-87.70142227564104 41.79912479091025)
20CP026145,P005470451|P005470452,08/13/2020,POLICE,12/04/2020 01:00:00 PM,1129 N MONTICELLO ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"MIDFIRST BANK, ",City Non suit - Motion to set-aside default - Granted,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.90183501250523,-87.71760199395186,POINT (-87.71760199395186 41.90183501250523)
20CP023903,P005898066|P005898067|P005898068|P005898138|P005898139|P005898140,08/15/2020,POLICE,10/02/2020 11:30:00 AM,7229 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76202758099606,-87.6804718070585,POINT (-87.6804718070585 41.76202758099606)
20CP023392,P005841973|P005841974|P005841975|P005841976|P005841977,08/15/2020,POLICE,11/06/2020 09:00:00 AM,3728 S HONORE ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"MARQUETTE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.82589452785964,-87.67163639402382,POINT (-87.67163639402382 41.82589452785964)
20CP023899,P005898171|P005898172|P005898173|P005898174|P005898175|P005898176,08/15/2020,POLICE,10/02/2020 11:30:00 AM,6230 S CAMPBELL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FEDERAL HOME LOAN MORT CORP, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.7801062114115,-87.6862588167713,POINT (-87.6862588167713 41.7801062114115)
20CP023379,P005801121|P005801122|P005801123|P005801124|P005801125|P005801126,08/24/2020,POLICE,10/02/2020 09:00:00 AM,40 N TROY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BAYVIEW LOAN SERVICING LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
20CP023379,P005801121|P005801122|P005801123|P005801124|P005801125|P005801126,08/24/2020,POLICE,10/02/2020 09:00:00 AM,410 N TROY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BAYVIEW LOAN SERVICING LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.88872655916105,-87.70526530598565,POINT (-87.70526530598565 41.88872655916105)
20CP024288,P005943904|P005943905,09/02/2020,POLICE,11/06/2020 11:00:00 AM,9554 S LONGWOOD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATIONAL TRUST COMPANY, ",Default - Liable by prove-up,3000.00,0.00,188.14,857.28,6.96,4092.38,4018.18,0.00,41.71950523688426,-87.6692431426127,POINT (-87.6692431426127 41.71950523688426)
20CP025509,P005898093|P005898094|P005898095|P005898096|P005898097|P005898098,09/04/2020,POLICE,11/06/2020 11:30:00 AM,8015 S KEELER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK USA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.74713993806811,-87.72646206953561,POINT (-87.72646206953561 41.74713993806811)
20CP027776,P005470967|P005470968,10/01/2020,POLICE,12/04/2020 01:00:00 PM,1129 N MONTICELLO ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"MID FIRST BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.90183501250523,-87.71760199395186,POINT (-87.71760199395186 41.90183501250523)
20CP027746,P005897274|P005897275|P005897276|P005897277|P005897278|P005897279,10/04/2020,POLICE,12/04/2020 09:00:00 AM,8015 S KEELER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK USA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.74713993806811,-87.72646206953561,POINT (-87.72646206953561 41.74713993806811)
20CP027750,P005897974|P005897975|P005938686|P005938687|P005938688|P005938689,10/04/2020,POLICE,12/04/2020 09:00:00 AM,5433 S SAWYER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.794325457841516,-87.70465701515323,POINT (-87.70465701515323 41.794325457841516)
20CP027753,P005897962|P005897963|P005897964|P005897965|P005897966|P005897967,10/04/2020,POLICE,12/04/2020 09:00:00 AM,3419 W 82ND ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
20CP027012,P005933612|P005933613|P005933614|P005933615|P005933616|P005933617,10/15/2020,POLICE,12/04/2020 09:00:00 AM,5320 S PEORIA ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"NATIONWIDE REO LLC, ",Default - Liable by prove-up,6000.00,0.00,2122.27,1703.28,0.00,9865.55,0.00,9865.55,41.79712830422228,-87.64783806114086,POINT (-87.64783806114086 41.79712830422228)
20CP029890,P005842047|P005842048|P005842049|P005842051,11/04/2020,POLICE,03/05/2021 09:00:00 AM,4817 S WINCHESTER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"HSBC BANK USA NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.80616128450363,-87.67326874635528,POINT (-87.67326874635528 41.80616128450363)
21CP000657,P005897286|P005897287|P005897288|P005897289|P005897290|P005897291,11/06/2020,POLICE,02/05/2021 09:00:00 AM,8015 S KEELER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK USA, ",Default - Liable by prove-up,6000.00,0.00,1021.06,1692.00,0.00,8753.06,5000.00,0.00,41.74713993806811,-87.72646206953561,POINT (-87.72646206953561 41.74713993806811)
20CP028609,P005943741|P005944384|P005944385,11/18/2020,POLICE,02/05/2021 11:00:00 AM,8718 S THROOP ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"US BANK NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.735295295917005,-87.65590028340496,POINT (-87.65590028340496 41.735295295917005)
21CP000606,P005816321|P005816322,12/03/2020,POLICE,02/05/2021 01:00:00 PM,12534 S HARVARD ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA, ",Default - Liable by prove-up,2000.00,0.00,22.13,0.00,0.00,2062.13,2040.00,0.00,41.66598237898229,-87.63082484273528,POINT (-87.63082484273528 41.66598237898229)
21CP001993,P005938732|P005938733|P005938734|P005938735|P005938736|P005938737,01/12/2021,POLICE,03/05/2021 09:00:00 AM,6333 S MAPLEWOOD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77818024437352,-87.68712891115561,POINT (-87.68712891115561 41.77818024437352)
21CP001624,P005933796|P005933797|P005933798|P005933799|P005933800|P005933801,01/20/2021,POLICE,03/05/2021 09:00:00 AM,5251 S JUSTINE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79801012087682,-87.66332783179315,POINT (-87.66332783179315 41.79801012087682)
21CP001631,P005933820|P005933822|P005933824|P005933825,01/26/2021,POLICE,03/05/2021 09:00:00 AM,5320 S PEORIA ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"NATIONWIDE REO LLC, ",Default - Liable by prove-up,6000.00,0.00,1986.74,1703.28,0.00,9730.02,0.00,9730.02,41.79712830422228,-87.64783806114086,POINT (-87.64783806114086 41.79712830422228)
21CP002674,P005938776|P005938777|P005938778|P005938779|P005938780|P005938781,02/12/2021,POLICE,04/02/2021 09:00:00 AM,6333 S MAPLEWOOD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77818024437352,-87.68712891115561,POINT (-87.68712891115561 41.77818024437352)
21CP002674,P005938776|P005938777|P005938778|P005938779|P005938780|P005938781,02/12/2021,POLICE,04/02/2021 09:00:00 AM,6333 S MAPLEWOO ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77818024437352,-87.68712891115561,POINT (-87.68712891115561 41.77818024437352)
21CP004670,P005987001|P005987002|P005987003|P005987004|P005987005|P005987006,02/28/2021,POLICE,05/07/2021 09:00:00 AM,5926 S HONORE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78584417733787,-87.67058651724575,POINT (-87.67058651724575 41.78584417733787)
21CP004670,P005987001|P005987002|P005987003|P005987004|P005987005|P005987006,02/28/2021,POLICE,05/07/2021 09:00:00 AM,5926 S WALNUT ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
21CP004725,P005938792|P005938793|P005938794|P005938795|P005938796|P005938797,03/07/2021,POLICE,05/07/2021 09:00:00 AM,7229 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76202758099606,-87.6804718070585,POINT (-87.6804718070585 41.76202758099606)
21CP006827,P005114838|P005114839|P005114840|P005480753|P005480754|P005480755,03/17/2021,POLICE,07/02/2021 11:00:00 AM,45 W 77TH ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.75445205791711,-87.62649296199942,POINT (-87.62649296199942 41.75445205791711)
21CP007240,P005480768|P005480769|P005480770|P005696388|P005696390|P005696391,03/17/2021,POLICE,07/02/2021 11:00:00 AM,7525 S DREXEL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.75784144258822,-87.60277059665364,POINT (-87.60277059665364 41.75784144258822)
21CP004661,P005987127|P005987128|P005987129|P005987130|P005987131|P005987132,03/30/2021,POLICE,05/07/2021 09:00:00 AM,5549 S SHIELDS ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK USA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79274407469707,-87.63396944575877,POINT (-87.63396944575877 41.79274407469707)
21CP005791,P005866915|P005866917|P005867554,04/01/2021,POLICE,06/04/2021 09:00:00 AM,4817 S WINCHESTER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"HSBC BANK USA NA, ",Default - Liable by prove-up,6000.00,0.00,850.39,1703.28,7.05,8600.72,8000.00,0.00,41.80616128450363,-87.67326874635528,POINT (-87.67326874635528 41.80616128450363)
21CP005945,P005902271|P005902271,04/16/2021,POLICE,06/04/2021 01:00:00 PM,203 N PARKSIDE ,13-12-140  Watchman required|13-12-140  Watchman required,"US BANK NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.88434423729476,-87.76650810108228,POINT (-87.76650810108228 41.88434423729476)
